srcport,srcipv4,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,foreigninterface,dstport,direction,class,category,action,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,dstipv4,dstisp,dstusagetype,localinterface,connectionid,dstcountry,dstcountrycode,dstcity,dstdomain,dstlatitude,dstlongitude,dstregion,msg,srccountry,srccountrycode,srccity,srcdomain,srclatitude,srclongitude,srcregion,count,aclname,reason,duration,bytes,srchost,accessgroup,dsthost,type,group,srcmac,interface
443,74.125.200.154,172.20.45.250,127.0.0.1,: %ASA-6-302016: Teardown UDP connection 19118829 for outside2:74.125.200.154/443 to inside:172.20.44.138/50097 duration 0:02:02 bytes 6967,udp,%ASA-6-302016,vpn,2017-05-09T03:01:00.419Z,514,172.20.45.250,cisco_asa-913359970,165,<166>May 09 2017 03:01:00,6469229964,0,0.0.0.0/514/udp,2afd-181989d8c,11005,inside,50097, ,cisco_asa,connection,teardown,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1137,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1137"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1136,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",google inc.,ses,11005,172.20.44.138,private ip address lan,rsv,outside2,19118829, , , , , , , , ,united states,us,mountain view,google.com,37.40599060058594,-122.0785140991211,california, , , ,122,6967, , , , , , , 
0,172.20.51.6,172.20.51.250,127.0.0.1,: %ASA-6-302020: Built inbound ICMP connection for faddr 172.20.51.6/0 gaddr 172.20.50.51/0 laddr 172.20.50.51/0,icmp,%ASA-6-302020,firewall,2017-05-09T03:00:45.837Z,514,172.20.51.250,cisco_asa-2902765419,138,<166>May 09 2017 05:00:45,267212990,0,0.0.0.0/514/udp,2b02-fed58be,11010,172.20.50.51,0,inbound,cisco_asa,connection,built,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1143,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1143"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1142,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11010, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,172.21.25.40,172.20.51.250,127.0.0.1,: %ASA-6-302021: Teardown ICMP connection for faddr 172.21.25.40/0 gaddr 172.20.51.1/0 laddr 172.20.51.1/0,icmp,%ASA-6-302021,firewall,2017-05-09T03:00:46.063Z,514,172.20.51.250,cisco_asa-2914843190,132,<166>May 09 2017 05:00:46,267212997,0,0.0.0.0/514/udp,2b02-fed58c5,11010, ,0, ,cisco_asa,connection,teardown,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1145,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1145"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1144,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11010,172.20.51.1,private ip address lan,rsv, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
61051,172.20.42.104,172.20.43.250,127.0.0.1,: %ASA-6-305011: Built dynamic TCP translation from inside:172.20.42.104/61051 to outside2:121.241.125.210/61051,tcp,%ASA-6-305011,firewall,2017-05-09T03:00:46.842Z,514,172.20.43.250,cisco_asa-1566950457,138,<166>May 09 2017 03:00:46,316033177,0,0.0.0.0/514/udp,2afe-12d64899,11006,outside2,61051,dynamic,cisco_asa,translation,built,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1148,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1148"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1147,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,121.241.125.210,tata communications limited,isp/mob,inside, ,india,in,delhi,tatacommunications.com,28.666669845581055,77.21666717529297,delhi, , , , , , , , , , , , , , , , , , , , 
389,172.21.14.26,172.20.51.250,127.0.0.1,: %ASA-6-302016: Teardown UDP connection 16792427 for WAN:172.21.14.26/389 to inside:172.20.74.52/51397 duration 0:02:01 bytes 401,udp,%ASA-6-302016,vpn,2017-05-09T03:00:46.885Z,514,172.20.51.250,cisco_asa-913359970,156,<166>May 09 2017 05:00:46,267213006,0,0.0.0.0/514/udp,2b02-fed58ce,11010,inside,51397, ,cisco_asa,connection,teardown,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1151,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1151"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1150,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11010,172.20.74.52,private ip address lan,rsv,wan,16792427, , , , , , , , , , , , , , , , , , ,121,401, , , , , , , 
0,172.21.25.40,172.20.33.250,127.0.0.1,: %ASA-6-302020: Built inbound ICMP connection for faddr 172.21.25.40/0 gaddr 172.20.33.1/0 laddr 172.20.33.1/0,icmp,%ASA-6-302020,firewall,2017-05-09T03:00:46.622Z,514,172.20.33.250,cisco_asa-2902765419,137,<166>May 09 2017 03:00:46,2684075678,0,0.0.0.0/514/udp,2b00-9ffbbe9e,11008,172.20.33.1,0,inbound,cisco_asa,connection,built,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1152,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1152"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1151,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
57897,172.20.40.134,172.20.41.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from inside:172.20.40.134/57897 to outside2:34.195.92.116/443 locally, ,%ASA-6-434004,firewall,2017-05-09T03:00:47.267Z,514,172.20.41.250,cisco_asa-2584709249,188,<166>May 09 2017 03:00:47,211998675,0,0.0.0.0/514/udp,2afc-ca2d7d3,11004,outside2,443, ,cisco_asa, , ,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1167,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1167"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1166,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004,34.195.92.116,amazon technologies inc.,dch,inside, ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia,sfr requested asa to bypass further packet redirection and process tcp flow, , , , , , , , , , , , , , , , , , , 
61051,172.20.42.104,172.20.43.250,127.0.0.1,": %ASA-2-106100: access-list inside_access_out permitted tcp inside/172.20.42.104(61051) -> outside2/209.53.113.223(80) hit-cnt 1 first hit [0x213d2d15, 0x0]",tcp,%ASA-2-106100,firewall,2017-05-09T03:00:46.842Z,514,172.20.43.250,cisco_asa-3528583999,183,<162>May 09 2017 03:00:46,316033176,0,0.0.0.0/514/udp,2afe-12d64898,11006,outside2,80, ,cisco_asa, ,permitted,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1169,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1169"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1168,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,209.53.113.223,absolute software corp.,com,inside, ,canada,ca,vancouver,absolute.com,49.26339340209961,-123.13139343261719,british columbia, , , , , , , , ,1,inside_access_out, , , , , , , , , , 
61000,172.20.42.104,172.20.43.250,127.0.0.1,: %ASA-6-305012: Teardown dynamic TCP translation from inside:172.20.42.104/61000 to outside2:121.241.125.210/61000 duration 0:00:32,tcp,%ASA-6-305012,firewall,2017-05-09T03:00:46.943Z,514,172.20.43.250,cisco_asa-854049557,158,<166>May 09 2017 03:00:46,316033183,0,0.0.0.0/514/udp,2afe-12d6489f,11006,outside2,61000,dynamic,cisco_asa,translation,teardown,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1170,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1170"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1169,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,121.241.125.210,tata communications limited,isp/mob,inside, ,india,in,delhi,tatacommunications.com,28.666669845581055,77.21666717529297,delhi, , , , , , , , , , , ,32, , , , , , , , 
 ,172.21.215.195,172.21.15.12,127.0.0.1,: %ASA-1-106021: Deny UDP reverse path check from 172.21.215.195 to 224.0.0.252 on interface outside,udp,%ASA-1-106021,firewall,2017-05-09T03:00:50.627Z,514,172.21.15.12,cisco_asa-960848156,126,<161>May 08 2017 23:00:50,28080652579,1,0.0.0.0/514/udp,2b03-689bcc123,11011, , , ,cisco_asa, ,deny,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1175,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1175"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1174,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,224.0.0.252,multicast,rsv,outside, , , , , , , , ,reverse path check, , , , , , , , , , , , , , , , , , , 
7080,172.21.18.13,172.20.51.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 16792739 for WAN:172.21.18.13/7080 to inside:172.20.50.22/61029 duration 0:00:30 bytes 0 SYN Timeout,tcp,%ASA-6-302014,vpn,2017-05-09T03:00:50.459Z,514,172.20.51.250,cisco_asa-173480565,167,<166>May 09 2017 05:00:50,267213166,0,0.0.0.0/514/udp,2b02-fed596e,11010,inside,61029, ,cisco_asa,connection,teardown,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1192,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1192"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1191,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11010,172.20.50.22,private ip address lan,rsv,wan,16792739, , , , , , , , , , , , , , , , , ,syn timeout,30,0, , , , , , , 
 ,172.21.215.195,172.21.15.12,127.0.0.1,: %ASA-1-106021: Deny UDP reverse path check from 172.21.215.195 to 172.21.215.255 on interface inside,udp,%ASA-1-106021,firewall,2017-05-09T03:00:50.825Z,514,172.21.15.12,cisco_asa-960848156,128,<161>May 08 2017 23:00:50,28080652580,1,0.0.0.0/514/udp,2b03-689bcc124,11011, , , ,cisco_asa, ,deny,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1196,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1196"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1195,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,172.21.215.255,private ip address lan,rsv,inside, , , , , , , , ,reverse path check, , , , , , , , , , , , , , , , , , , 
80,168.235.199.113,172.20.43.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 22158802 for outside2:168.235.199.113/80 to dmz-wireless:192.168.243.103/49347 duration 0:00:01 bytes 42655 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:00:50.318Z,514,172.20.43.250,cisco_asa-173480565,183,<166>May 09 2017 03:00:50,316033389,0,0.0.0.0/514/udp,2afe-12d6496d,11006,dmz-wireless,49347, ,cisco_asa,connection,teardown,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1247,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1247"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1246,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",quantil inc,cdn,11006,192.168.243.103,private ip address lan,rsv,outside2,22158802, , , , , , , , ,united states,us,pasadena,quantil.com,34.14739227294922,-118.1391372680664,california, , ,tcp fins,1,42655, , , , , , , 
443,157.240.11.22,172.20.43.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from outside2:157.240.11.22/443 to dmz-wireless:121.241.125.210/47637 locally, ,%ASA-6-434004,firewall,2017-05-09T03:00:50.398Z,514,172.20.43.250,cisco_asa-2584709249,196,<166>May 09 2017 03:00:50,316033391,0,0.0.0.0/514/udp,2afe-12d6496f,11006,dmz-wireless,47637, ,cisco_asa, , ,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1248,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1248"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1247,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",facebook inc.,dch,11006,121.241.125.210,tata communications limited,isp/mob,outside2, ,india,in,delhi,tatacommunications.com,28.666669845581055,77.21666717529297,delhi,sfr requested asa to bypass further packet redirection and process tcp flow,united states,us,menlo park,facebook.com,37.43693542480469,-122.193603515625,california, , , , , , , , , , , , 
59491,172.20.42.130,172.20.43.250,127.0.0.1,": %ASA-2-106100: access-list inside_access_out permitted tcp inside/172.20.42.130(59491) -> outside2/34.195.92.116(443) hit-cnt 1 first hit [0x7af8e104, 0x0]",tcp,%ASA-2-106100,firewall,2017-05-09T03:00:50.459Z,514,172.20.43.250,cisco_asa-3528583999,183,<162>May 09 2017 03:00:50,316033396,0,0.0.0.0/514/udp,2afe-12d64974,11006,outside2,443, ,cisco_asa, ,permitted,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1249,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1249"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1248,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,34.195.92.116,amazon technologies inc.,dch,inside, ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , ,1,inside_access_out, , , , , , , , , , 
61057,172.20.42.104,172.20.43.250,127.0.0.1,: %ASA-6-302013: Built outbound TCP connection 22158817 for outside2:209.53.113.223/80 (209.53.113.223/80) to inside:172.20.42.104/61057 (121.241.125.210/61057),tcp,%ASA-6-302013,vpn,2017-05-09T03:00:50.597Z,514,172.20.43.250,cisco_asa-1992304797,186,<166>May 09 2017 03:00:50,316033402,0,0.0.0.0/514/udp,2afe-12d6497a,11006,outside2,80,outbound,cisco_asa,connection,built,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1250,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1250"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1249,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,209.53.113.223,absolute software corp.,com,inside,22158817,canada,ca,vancouver,absolute.com,49.26339340209961,-123.13139343261719,british columbia, , , , , , , , , , , , , , , , , , , , 
80,168.235.199.113,172.20.43.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 22158809 for outside2:168.235.199.113/80 to dmz-wireless:192.168.243.103/47597 duration 0:00:00 bytes 1993 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:00:50.676Z,514,172.20.43.250,cisco_asa-173480565,182,<166>May 09 2017 03:00:50,316033404,0,0.0.0.0/514/udp,2afe-12d6497c,11006,dmz-wireless,47597, ,cisco_asa,connection,teardown,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1251,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1251"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1250,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",quantil inc,cdn,11006,192.168.243.103,private iglobal com address lan,rsv,outside2,22158809, , , , , , , , ,united states,us,pasadena,quantil.com,34.14739227294922,-118.1391372680664,california, , ,tcp fins,0,1993, , , , , , , 
80,209.53.113.223,172.20.43.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 22158811 for outside2:209.53.113.223/80 to inside:172.20.42.104/61056 duration 0:00:01 bytes 356 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:00:50.890Z,514,172.20.43.250,cisco_asa-173480565,172,<166>May 09 2017 03:00:50,316033410,0,0.0.0.0/514/udp,2afe-12d64982,11006,inside,61056, ,cisco_asa,connection,teardown,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1253,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1253"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1252,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",absolute software corp.,com,11006,172.20.42.104,private ip address lan,rsv,outside2,22158811, , , , , , , , ,canada,ca,vancouver,absolute.com,49.26339340209961,-123.13139343261719,british columbia, , ,tcp fins,1,356, , , , , , , 
43394,192.168.42.10,172.20.43.250,127.0.0.1,: %ASA-6-302013: Built outbound TCP connection 22158821 for WAN:192.168.21.10/7800 (192.168.21.10/7800) to inside:192.168.42.10/43394 (192.168.42.10/43394),tcp,%ASA-6-302013,vpn,2017-05-09T03:00:51.143Z,514,172.20.43.250,cisco_asa-1992304797,181,<166>May 09 2017 03:00:51,316033416,0,0.0.0.0/514/udp,2afe-12d64988,11006,wan,7800,outbound,cisco_asa,connection,built,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1254,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1254"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1253,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,192.168.21.10,private ip address lan,rsv,inside,22158821, , , , , , , , , , , , , , , , , , , , , , , , , , , 
57282,172.20.38.147,172.20.39.250,127.0.0.1,: %ASA-6-305011: Built dynamic TCP translation from inside:172.20.38.147/57282 to outside2:125.35.31.34/57282,tcp,%ASA-6-305011,firewall,2017-05-09T03:00:50.676Z,514,172.20.39.250,cisco_asa-1566950457,135,<166>May 09 2017 03:00:50,121478308,0,0.0.0.0/514/udp,2afb-73d9ca4,11003,outside2,57282,dynamic,cisco_asa,translation,built,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1284,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1284"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1283,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11003,125.35.31.34,china unicom beijing province network,isp/mob,inside, ,china,cn,beijing,chinaunicom.com,39.907501220703125,116.39723205566406,beijing, , , , , , , , , , , , , , , , , , , , 
60625,172.20.38.151,172.20.39.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from inside:172.20.38.151/60625 to outside2:34.195.92.116/443 locally, ,%ASA-6-434004,firewall,2017-05-09T03:00:50.928Z,514,172.20.39.250,cisco_asa-2584709249,188,<166>May 09 2017 03:00:50,121478326,0,0.0.0.0/514/udp,2afb-73d9cb6,11003,outside2,443, ,cisco_asa, , ,42de5aa5-b7a9-48ef-9a11-38a850d4b431#1289,"{""id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431#1289"",""num_events"":2789,""data_type"":""passthrough"",""batch_id"":""42de5aa5-b7a9-48ef-9a11-38a850d4b431"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1288,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11003,34.195.92.116,amazon technologies inc.,dch,inside, ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia,sfr requested asa to bypass further packet redirection and process tcp flow, , , , , , , , , , , , , , , , , , , 
